Task,Test,Overall,Claude-Text,Gemini-Text,GPT-Text,GPT-Text,GPT-Deep,GPT-Deep,GPT-Deep,GPT-Deep,Gemini-Image,Gemini-Image,Gemini-Image,Gemini-Image,GPT-Image,GPT-Image,GPT-Image,GPT-Image,GPT-Image,GPT-Image,Gemini-Code-Tools,Gemini-Code-Tools,GPT-Code-Tools,GPT-Code-Tools,GPT-Code-Tools,GPT-Code-Tools,GPT-Code-Tools,GPT-Code-Tools,GPT-Code-Tools,GPT-Code-Tools,GPT-Code-Tools
269e22fb,2,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
e3721c99,2,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL
195c6913,1,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS
221dfab4,2,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL
446ef5d2,2,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,FAIL
581f7754,1,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS
c7f57c3e,1,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS
269e22fb,1,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS
53fb4810,1,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS
6e453dd6,1,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS
7b3084d4,1,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL
aa4ec2a5,1,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
5961cc34,1,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS
71e489b6,1,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,PASS
9aaea919,1,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS
dd6b8c4b,2,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS
898e7135,1,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL
cb2d8a2c,2,PASS,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS
cbebaa4b,2,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL
e87109e9,1,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS
20270e3b,2,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS,PASS
36a08778,2,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS
409aa875,1,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,PASS
7491f3cf,1,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL
7666fa5d,1,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
80a900e0,1,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL
8b9c3697,1,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS
b0039139,2,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,PASS
cbebaa4b,1,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL
135a2760,1,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL
20270e3b,1,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL,PASS
2c181942,1,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
5dbc8537,1,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS
7b5033c1,1,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
195c6913,2,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
1ae2feb7,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL
332f06d7,1,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
4c3d4a41,2,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,FAIL
6e4f6532,2,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS
9385bd28,1,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,FAIL
9385bd28,2,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
b10624e5,1,PASS,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
dd6b8c4b,1,PASS,FAIL,FAIL,PASS,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL
b5ca7ac4,1,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS
d59b0160,1,PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS
291dc1e1,1,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS
4c3d4a41,1,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS
edb79dae,1,PASS,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
5dbc8537,2,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
a251c730,1,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS
cb2d8a2c,1,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
d8e07eb2,2,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS
db0c5428,1,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
db695cfb,1,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL
4a21e3da,1,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
8f3a5a89,1,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
c4d067a0,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,FAIL,FAIL
3e6067c3,1,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS
88e364bc,2,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS
b0039139,1,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
